raspbian-jessie.img; 512; 3; 0; 2; normal; 273; bt4; 512; 5378; 513; 963,4; 2,1; 30:57; ARM

raspbian-jessie.img; 512; 3; 0; 2; normal; 273; bt4; 512; 5378; 513; 979,8; 2,1; 31:13; ARM-THUMB

RPi2.ffu; 8; 3; 0; 2; normal; 64; bt4; 0; 94; 9; 373,0; 3,6; 5:16; ARM

RPi2.ffu; 8; 3; 0; 2; normal; 64; bt4; 0; 94; 9; 361,9; 3,7; 5:09; ARM-THUMB

RPi2.ffu; 8; 3; 0; 2; normal; 273; bt4; 512; 94; 9; 372,5; 3,1; 6:12; ARM

RPi2.ffu; 8; 3; 0; 2; normal; 273; bt4; 512; 94; 9; 361,6; 3,1; 6:10; ARM-THUMB

RPi2.ffu; 16; 3; 0; 2; normal; 64; bt4; 0; 186; 17; 369,0; 3,5; 5:32; ARM

RPi2.ffu; 16; 3; 0; 2; normal; 64; bt4; 0; 186; 17; 358,2; 3,5; 5:28; ARM-THUMB

RPi2.ffu; 16; 3; 0; 2; normal; 273; bt4; 512; 186; 17; 368,6; 2,9; 6:31; ARM

RPi2.ffu; 16; 3; 0; 2; normal; 273; bt4; 512; 186; 17; 358,0; 3,0; 6:23; ARM-THUMB

RPi2.ffu; 32; 3; 0; 2; normal; 64; bt4; 0; 370; 33; 363,6; 3,3; 5:47; ARM

RPi2.ffu; 32; 3; 0; 2; normal; 64; bt4; 0; 370; 33; 353,0; 3,4; 5:42; ARM-THUMB

RPi2.ffu; 32; 3; 0; 2; normal; 273; bt4; 512; 370; 33; 363,3; 2,8; 6:46; ARM

RPi2.ffu; 32; 3; 0; 2; normal; 273; bt4; 512; 370; 33; 352,7; 2,8; 6:43; ARM-THUMB

RPi2.ffu; 64; 3; 0; 2; normal; 64; bt4; 0; 674; 65; 358,9; 2,9; 6:31; ARM

RPi2.ffu; 64; 3; 0; 2; normal; 64; bt4; 0; 674; 65; 348,5; 3,0; 6:22; ARM-THUMB

RPi2.ffu; 64; 3; 0; 2; normal; 273; bt4; 512; 674; 65; 358,8; 2,5; 7:35; ARM

RPi2.ffu; 64; 3; 0; 2; normal; 273; bt4; 512; 674; 65; 348,3; 2,6; 7:27; ARM-THUMB

RPi2.ffu; 128; 3; 0; 2; normal; 64; bt4; 0; 1346; 129; 354,6; 2,8; 6:57; ARM

RPi2.ffu; 128; 3; 0; 2; normal; 64; bt4; 0; 1346; 129; 344,5; 2,8; 6:45; ARM-THUMB

RPi2.ffu; 128; 3; 0; 2; normal; 273; bt4; 512; 1346; 129; 354,2; 2,4; 8:01; ARM

RPi2.ffu; 128; 3; 0; 2; normal; 273; bt4; 512; 1346; 129; 343,8; 2,4; 7:53; ARM-THUMB

RPi2.ffu; 256; 3; 0; 2; normal; 64; bt4; 0; 2690; 257; 350,7; 2,6; 7:28; ARM

RPi2.ffu; 256; 3; 0; 2; normal; 64; bt4; 0; 2690; 257; 340,3; 2,6; 7:15; ARM-THUMB

RPi2.ffu; 256; 3; 0; 2; normal; 273; bt4; 512; 2690; 257; 350,2; 2,2; 8:36; ARM

RPi2.ffu; 256; 3; 0; 2; normal; 273; bt4; 512; 2690; 257; 339,8; 2,3; 8:29; ARM-THUMB

RPi2.ffu; 512; 3; 0; 2; normal; 64; bt4; 0; 5378; 513; 344,1; 2,4; 7:56; ARM

RPi2.ffu; 512; 3; 0; 2; normal; 64; bt4; 0; 5378; 513; 334,2; 2,5; 7:40; ARM-THUMB

RPi2.ffu; 512; 3; 0; 2; normal; 273; bt4; 512; 5378; 513; 343,5; 2,1; 9:09; ARM

RPi2.ffu; 512; 3; 0; 2; normal; 273; bt4; 512; 5378; 513; 333,8; 2,1; 9:01; ARM-THUMB

MinnowBoardMax.ffu; 8; 3; 0; 2; normal; 64; bt4; 0; 94; 9; 387,3; 3,2; 6:06; X86

MinnowBoardMax.ffu; 8; 3; 0; 2; normal; 273; bt4; 512; 94; 9; 387,3; 2,9; 6:37; X86

MinnowBoardMax.ffu; 16; 3; 0; 2; normal; 64; bt4; 0; 186; 17; 383,8; 3,2; 5:59; X86

MinnowBoardMax.ffu; 16; 3; 0; 2; normal; 273; bt4; 512; 186; 17; 383,6; 2,7; 7:02; X86

MinnowBoardMax.ffu; 32; 3; 0; 2; normal; 64; bt4; 0; 370; 33; 380,9; 3,0; 6:23; X86

MinnowBoardMax.ffu; 32; 3; 0; 2; normal; 273; bt4; 512; 370; 33; 380,8; 2,6; 7:25; X86

MinnowBoardMax.ffu; 64; 3; 0; 2; normal; 64; bt4; 0; 674; 65; 377,6; 2,7; 7:09; X86

MinnowBoardMax.ffu; 64; 3; 0; 2; normal; 273; bt4; 512; 674; 65; 377,4; 2,3; 8:16; X86

MinnowBoardMax.ffu; 128; 3; 0; 2; normal; 64; bt4; 0; 1346; 129; 374,3; 2,5; 7:42; X86

MinnowBoardMax.ffu; 128; 3; 0; 2; normal; 273; bt4; 512; 1346; 129; 373,9; 2,2; 8:51; X86

MinnowBoardMax.ffu; 256; 3; 0; 2; normal; 64; bt4; 0; 2690; 257; 370,0; 2,3; 8:17; X86

MinnowBoardMax.ffu; 256; 3; 0; 2; normal; 273; bt4; 512; 2690; 257; 369,4; 2,0; 9:28; X86

MinnowBoardMax.ffu; 512; 3; 0; 2; normal; 64; bt4; 0; 5378; 513; 362,4; 2,2; 8:52; X86

MinnowBoardMax.ffu; 512; 3; 0; 2; normal; 273; bt4; 512; 5378; 513; 361,9; 1,9; 10:12; X86
